"recipient","year","un_region","Aid_All","p4_polity2","fh_inverse_pr","fh_inverse_cl","Giniall","Corruption","Rents","Population","GDP","eu"
"Colombia",1997,5,20.23279888,7,4,4,58.20000076,2.23,4.232822329,17.4504975,8.076193869,0
"Colombia",1998,5,20.81090932,7,5,4,59.79999924,2.2,3.168741446,17.46793493,8.064438112,0
"Colombia",1999,5,22.36616621,7,4,4,56.70000076,2.9,5.22076492,17.48505721,8.004366418,0
"Colombia",2000,5,21.64306127,7,4,4,57.20000076,3.2,7.21596238,17.50183635,8.030838245,0
"Colombia",2001,5,22.24057082,7,4,4,56.5,3.8,5.500829786,17.51825958,8.031054787,0
"Colombia",2002,5,21.91158821,7,4,4,57.40000153,3.6,5.23738794,17.53434446,8.039701352,0
"Colombia",2003,5,22.82064987,7,4,4,53.20000076,3.7,6.577273935,17.55012912,8.062351252,0
"Colombia",2004,5,21.65540625,7,4,4,56.09999847,3.8,7.538906932,17.56566438,8.098772782,0
"Colombia",2005,5,22.24183125,7,5,5,54.79999924,4,8.219631314,17.58098122,8.129447487,0
"Colombia",2006,5,22.17814904,7,5,5,58.70000076,3.9,9.312423691,17.59608845,8.179167938,0
"Colombia",2007,5,22.12448642,7,5,5,58.90000153,3.8,8.548053637,17.61096357,8.231022325,0
"Colombia",2008,5,22.28421633,7,5,4,55.5,3.8,11.58620089,17.6255681,8.251271337,0
"Colombia",2009,5,22.92696498,7,5,4,55.20000076,3.7,7.192057103,17.63985056,8.253369468,0
"Colombia",2010,5,22.38112255,7,5,4,55.40000153,3.5,9.22871533,17.65377503,8.278394536,0
"Congo Kinshasa",1991,17,20.41029091,-8,2,3,37.96223242,2.481564622,18.14795959,17.40603338,6.100444401,0
"Congo Kinshasa",1992,17,16.53350383,0,2,3,46.20826706,4.188213423,18.15485263,17.44599313,5.949553003,0
"Congo Kinshasa",1993,17,17.50471058,0,1,2,45.97932041,1.56892079,10.85181993,17.48564782,5.765230271,0
"Congo Kinshasa",1994,17,18.59361901,0,1,2,35.50980131,2.568638303,24.6626178,17.52202893,5.689068326,0
"Congo Kinshasa",1995,17,19.96351042,0,1,2,51.2285179,1.725440889,37.68627024,17.55347832,5.664594533,0
"Congo Kinshasa",1996,17,18.95012388,0,1,2,23.71152048,2.861333823,38.11051023,17.5795578,5.628230623,0
"Congo Kinshasa",1997,17,18.90462222,0,1,2,49.49648197,1.462685011,33.65037096,17.60148036,5.548498361,0
"Congo Kinshasa",1998,17,18.67435775,0,1,2,39.84993297,1.737422949,32.99531621,17.62130469,5.512299145,0
"Congo Kinshasa",1999,17,18.75552496,0,1,2,39.12874146,0.214452858,29.56521207,17.64173817,5.448225735,0
"Congo Kinshasa",2000,17,19.39728716,0,1,2,32.90134875,2.59876684,7.748701736,17.66457766,5.353772868,0
"Congo Kinshasa",2001,17,19.98625882,0,2,2,41.16243182,2.089463106,19.15763136,17.69018563,5.306939494,0
"Congo Kinshasa",2002,17,21.90662409,0,2,2,31.56658034,1.707390749,19.46406516,17.7178258,5.30835087,0
"Congo Kinshasa",2003,17,22.75231818,1,2,2,41.59865544,2.229161636,30.81070262,17.74679336,5.333661455,0
"Congo Kinshasa",2004,17,22.00348494,3,2,2,37.87964449,2,26.37054039,17.77608166,5.369583703,0
"Congo Kinshasa",2005,17,21.62176465,4,2,2,44.09999847,2.1,25.37069187,17.80501304,5.400195426,0
"Congo Kinshasa",2006,17,21.53803802,5,3,2,44.40000153,2,26.76212607,17.83352896,5.423522293,0
"Congo Kinshasa",2007,17,21.2971945,5,3,2,48.08903629,1.9,30.72869433,17.86185363,5.455897983,0
"Congo Kinshasa",2008,17,21.37399099,5,2,2,44.40000153,1.7,33.25343333,17.88997614,5.488191092,0
"Congo Kinshasa",2009,17,21.76968254,5,2,2,48.39214847,1.9,33.76102734,17.91792705,5.488392997,0
"Congo Kinshasa",2010,17,21.97816281,5,2,2,46.05125108,2,33.97136603,17.94572344,5.529256949,0
"Congo Brazzaville",1991,17,17.96205568,-1,2,4,40.28347361,2.818498563,37.81263718,14.71038152,7.502123158,0
"Congo Brazzaville",1992,17,19.35854149,5,5,5,43.32335275,2.618541748,36.52219374,14.73651775,7.501771117,0
"Congo Brazzaville",1993,17,17.41991852,5,5,5,27.33912011,2.261912769,54.36650701,14.76268892,7.465754813,0
"Congo Brazzaville",1994,17,19.59469885,5,4,4,47.20895644,1.405334194,53.20748768,14.78924608,7.382700564,0
"Congo Brazzaville",1995,17,19.20569107,5,4,4,38.62945181,2.138261487,51.17464163,14.81637513,7.394651108,0
"Congo Brazzaville",1996,17,19.6994915,5,4,4,52.31198105,2.575481713,54.55989952,14.84426246,7.408773696,0
"Congo Brazzaville",1997,17,19.24892768,-6,1,3,49.77447814,1.519651377,64.54178071,14.87272187,7.374046563,0
"Congo Brazzaville",1998,17,17.96588409,-6,1,3,36.67247974,1.034662733,49.23662472,14.90115817,7.382304254,0
"Congo Brazzaville",1999,17,19.65398115,-6,2,3,35.36051956,0.921994926,59.32571507,14.92882885,7.32847234,0
"Congo Brazzaville",2000,17,18.16187321,-6,2,4,24.39925303,2.26564205,73.95176363,14.95533005,7.374998347,0
"Congo Brazzaville",2001,17,18.83481489,-5,3,4,24.91553589,0.910418072,65.90495396,14.98042107,7.387228176,0
"Congo Brazzaville",2002,17,19.20123148,-4,2,4,32.29013026,1.427675317,61.6798065,15.00448718,7.40796209,0
"Congo Brazzaville",2003,17,18.61109671,-4,3,4,42.55950167,2.2,58.97675571,15.02846828,7.392080741,0
"Congo Brazzaville",2004,17,19.69956675,-4,3,4,42.9845373,2.3,59.55641654,15.05355662,7.401168019,0
"Congo Brazzaville",2005,17,21.54888556,-4,3,3,46.90000153,2.3,71.90076645,15.08044684,7.448974782,0
"Congo Brazzaville",2006,17,20.06442885,-4,2,3,37.59683356,2.2,77.29310445,15.10932032,7.480594129,0
"Congo Brazzaville",2007,17,18.94992274,-4,2,3,46.73531905,2.1,65.22466139,15.13962575,7.434339966,0
"Congo Brazzaville",2008,17,20.04130433,-4,2,3,19.70845126,1.9,67.94926286,15.17043679,7.457754419,0
"Congo Brazzaville",2009,17,19.66400808,-4,2,3,34.25303317,1.9,56.03048709,15.20059068,7.499631644,0
"Congo Brazzaville",2010,17,21.09772199,-4,2,3,39.82897537,2.1,65.89355253,15.22935077,7.554768261,0
"Costa Rica",1991,13,19.67428181,10,7,7,45.40000153,4.022335997,2.390190601,14.96480931,8.06775941,0
"Costa Rica",1992,13,19.32576546,10,7,7,44.59999847,5.058473561,2.248613596,14.98909673,8.131043356,0
"Costa Rica",1993,13,20.85989052,10,7,6,44.70000076,2.918910166,1.868718147,15.01315548,8.178501969,0
"Costa Rica",1994,13,18.805747,10,7,6,45.79999924,5.279102225,2.127313614,15.0373945,8.200474575,0
"Costa Rica",1995,13,18.88455452,10,7,6,44.70000076,4.105763835,2.67808938,15.06202461,8.214304204,0
"Costa Rica",1996,13,18.68950274,10,7,6,45.5,6.010169582,2.301707506,15.08712472,8.198030847,0
"Costa Rica",1997,13,19.04115305,10,7,6,44.90000153,6.45,2.097102165,15.11243258,8.227004589,0
"Costa Rica",1998,13,19.05495187,10,7,6,45.09999847,5.6,1.357979298,15.13742239,8.282652827,0
"Costa Rica",1999,13,18.49671281,10,7,6,47,5.1,0.918871641,15.16143439,8.337657169,0
"Costa Rica",2000,13,19.27689508,10,7,6,45.79999924,5.4,0.846919119,15.18404514,8.332894429,0
"Costa Rica",2001,13,20.01345852,10,7,6,49.90000153,4.5,0.912380695,15.20517125,8.32247477,0
"Costa Rica",2002,13,19.09969617,10,7,6,49.79999924,4.5,0.82309413,15.22499396,8.331260745,0
"Costa Rica",2003,13,18.99390494,10,7,6,49,4.3,0.867038746,15.24370114,8.374631356,0
"Costa Rica",2004,13,17.94696653,10,7,7,48,4.9,0.850991022,15.26156705,8.398477786,0
"Costa Rica",2005,13,19.52921209,10,7,7,47.20000076,4.2,0.885259294,15.27879605,8.438445206,0
"Costa Rica",2006,13,19.82173848,10,7,7,48.70000076,4.1,1.205641415,15.29540751,8.50598776,0
"Costa Rica",2007,13,20.66098101,10,7,7,48.90000153,5,1.304422453,15.31138238,8.566375048,0
"Costa Rica",2008,13,19.72125337,10,7,7,48.40000153,5.1,1.227872455,15.32683077,8.57787643,0
"Costa Rica",2009,13,20.69032739,10,7,7,50.20000076,5.3,1.103467921,15.34187638,8.5526217,0
"Costa Rica",2010,13,18.90902675,10,7,7,49.70000076,5.3,1.468405598,15.35660218,8.58625093,0
"Ivory Coast",1991,11,21.21667634,-7,2,4,64.77142553,4.503437458,3.538973093,16.34364255,6.990788741,0
"Ivory Coast",1992,11,20.98644137,-7,2,4,41.02026897,4.337444829,3.295183785,16.37668318,6.955299514,0
"Ivory Coast",1993,11,20.61768454,-7,2,3,36.09999847,5.137017793,3.141902665,16.40892499,6.921130995,0
"Ivory Coast",1994,11,21.51857645,-6,2,3,51.05155909,3.640920137,5.418800592,16.44009668,6.898038643,0
"Ivory Coast",1995,11,21.01575342,-6,2,3,36.5,3.783226788,5.242404083,16.46997923,6.936989234,0
"Ivory Coast",1996,11,20.6448067,-6,2,3,46.60470683,4.192474014,5.124214232,16.49874819,6.982671946,0
"Ivory Coast",1997,11,20.11806495,-6,2,4,42.8717299,4.136894974,5.11265856,16.52636675,7.010668384,0
"Ivory Coast",1998,11,21.63249449,-6,2,4,45.20000076,3.1,4.504798173,16.55224345,7.031221689,0
"Ivory Coast",1999,11,20.60483364,-1,2,3,43.38515563,2.6,4.163065195,16.57566277,7.023542322,0
"Ivory Coast",2000,11,20.4234114,4,2,3,47.36085023,2.7,6.478341537,16.59627403,6.96522707,0
"Ivory Coast",2001,11,19.68594117,4,3,4,40.17925996,2.4,5.417628944,16.6140212,6.947267571,0
"Ivory Coast",2002,11,21.78387488,0,2,2,44.20000076,2.7,4.812625021,16.62942037,6.917456969,0
"Ivory Coast",2003,11,20.17683102,0,2,3,46.23165072,2.1,5.645740751,16.64340395,6.887797513,0
"Ivory Coast",2004,11,19.92859142,0,2,2,42.06265106,2,5.554153651,16.65717777,6.891803247,0
"Ivory Coast",2005,11,19.69520658,0,2,2,38.20015636,1.9,8.120665841,16.67163553,6.889826949,0
"Ivory Coast",2006,11,19.95985984,0,1,2,37.67124344,2.1,11.40378059,16.68694961,6.889557557,0
"Ivory Coast",2007,11,20.01362483,0,1,3,35.59511947,2.1,10.21183944,16.70304836,6.890955214,0
"Ivory Coast",2008,11,20.71955734,0,2,3,44.70000076,2,13.01664826,16.72022584,6.898888221,0
"Ivory Coast",2009,11,21.90871254,0,2,3,25.82326162,2.1,8.511801004,16.73874429,6.912366903,0
"Ivory Coast",2010,11,20.49027768,0,1,2,24.35360838,2.2,8.13484776,16.75871657,6.912370162,0
"Croatia",1991,39,8.239758178,-3,5,4,12.50976819,6.210652773,0,15.32180771,9.670151284,1
"Croatia",1992,39,16.36757584,-3,4,4,38.6032662,4.933961983,0,15.31289897,8.979607575,1
"Croatia",1993,39,17.08970787,-3,4,4,35.00612285,3.777170642,0,15.35022492,6.893335319,1
"Croatia",1994,39,19.85750357,-3,4,4,25.80308887,4.818670092,0,15.35237778,7.738912068,1
"Croatia",1995,39,19.64989647,-5,4,4,44.29812621,5.663107396,1.532565508,15.35645547,8.795431805,1
"Croatia",1996,39,20.39923799,-5,4,4,30.95821017,3.53507575,1.744714618,15.31825373,8.89071022,1
"Croatia",1997,39,20.32428321,-5,4,4,39.43723349,4.656173893,1.655726343,15.3354613,8.937842468,1
"Croatia",1998,39,20.06421414,-5,4,4,33.29999924,4.121031386,1.210827142,15.31981015,8.971941221,1
"Croatia",1999,39,19.76344943,1,4,4,27.70000076,2.7,1.31288588,15.33151653,8.950835815,1
"Croatia",2000,39,19.94182978,8,6,5,31.29999924,3.7,2.237296224,15.3030068,9.016328138,1
"Croatia",2001,39,21.17057189,8,6,6,31.10000038,3.9,2.039774835,15.30616493,9.046937454,1
"Croatia",2002,39,20.7101912,8,6,6,31.20261516,3.8,1.674006045,15.30616493,9.098072244,1
"Croatia",2003,39,20.79940569,8,6,6,29.17092101,3.7,1.763825953,15.30616493,9.152161742,1
"Croatia",2004,39,19.97781036,8,6,6,28.79999924,3.5,1.541254818,15.30593968,9.192403646,1
"Croatia",2005,39,20.52810596,9,6,6,33.11728333,3.4,2.107232243,15.30661528,9.232522913,1
"Croatia",2006,39,20.84565502,9,6,6,34.06414667,3.4,2.242120415,15.30616493,9.279715528,1
"Croatia",2007,39,21.12634936,9,6,6,45.10865154,4.1,2.06090036,15.30526363,9.330835339,1
"Croatia",2008,39,20.23428383,9,6,6,30.29999924,4.4,2.359639347,15.30492723,9.35149492,1
"Croatia",2009,39,19.87863042,9,7,6,39.21743736,4.1,1.458242506,15.30370199,9.276015631,1
"Croatia",2010,39,20.27580595,9,7,6,65.31376269,4.1,1.672990531,15.30114809,9.261411809,1
"Cuba",1991,29,12.16232565,-7,1,1,39.21656525,5.325165947,1.136788814,16.18433563,8.077525745,0
"Cuba",1992,29,14.16935699,-7,1,1,48.71340195,4.362747899,1.127768391,16.19115009,7.947632468,0
"Cuba",1993,29,15.06784913,-7,1,1,28.41436285,3.543632107,0.939465467,16.19705017,7.780645607,0
"Cuba",1994,29,16.22084403,-7,1,1,31.99877748,3.735519149,0.84386142,16.20232861,7.782510884,0
"Cuba",1995,29,17.03997759,-7,1,1,36.26054289,3.432981622,1.19003769,16.20720602,7.801908456,0
"Cuba",1996,29,17.67147114,-7,1,1,39.76483851,3.044452988,1.461528317,16.21165503,7.872926315,0
"Cuba",1997,29,18.23992138,-7,1,1,23.50425673,3.093715766,1.443689179,16.21560786,7.896442764,0
"Cuba",1998,29,20.78201335,-7,1,1,37.67830715,2.350008502,0.928574628,16.21919965,7.89440697,0
"Cuba",1999,29,18.23704419,-7,1,1,34.30366401,4.00274059,0.922200788,16.222598,7.951079711,0
"Cuba",2000,29,18.80058764,-7,1,1,45.56967771,1.066597688,2.172164291,16.22591059,8.005241991,0
"Cuba",2001,29,18.48107211,-7,1,1,49.09727098,1.879589659,1.556416944,16.22923131,8.033247739,0
"Cuba",2002,29,18.53881213,-7,1,1,37.8620815,2.633986861,1.677094772,16.23250634,8.044157533,0
"Cuba",2003,29,18.72030298,-7,1,1,43.35901136,4.6,2.589125171,16.23551649,8.078359974,0
"Cuba",2004,29,18.24280366,-7,1,1,48.77228025,3.7,3.664531797,16.23795324,8.132028266,0
"Cuba",2005,29,18.41652651,-7,1,1,45.83096763,3.8,4.113424405,16.23961198,8.236545135,0
"Cuba",2006,29,18.25458509,-7,1,1,46.26671912,3.5,5.139083028,16.24041062,8.349662553,0
"Cuba",2007,29,18.39720721,-7,1,1,36.18790205,4.2,7.971045375,16.24046141,8.419717294,0
"Cuba",2008,29,18.69279456,-7,1,2,31.74344367,4.3,5.635177046,16.23999067,8.460531472,0
"Cuba",2009,29,18.94766919,-7,1,2,31.6083038,4.4,2.967748478,16.23932394,8.475585367,0
"Cuba",2010,29,18.61903269,-7,1,2,39.08247062,3.7,4.519450456,16.23869853,8.499812521,0
"Czech Republic",1991,151,20.39653924,9,6,3,22.39999962,5.2,0.080803154,16.14848692,9.12195752,1
"Czech Republic",1992,151,20.3306786,-5,5,5,21,5.2,0.051602882,16.14950933,9.115856813,1
"Czech Republic",1993,151,20.98558897,10,7,6,25.89999962,5.294358113,0.88152338,16.1505488,9.115436193,1
"Czech Republic",1994,151,19.94546305,10,7,6,22.10000038,5.101327057,0.817420833,16.15091002,9.143752899,1
"Czech Republic",1995,151,19.78439606,10,7,6,21.5,5.954962375,0.729321742,16.15029688,9.204721505,1
"Czech Republic",1996,151,18.47694101,10,7,6,26.10000038,5.37,0.682976078,16.14913307,9.247821562,1
"Czech Republic",1997,151,20.89974548,10,7,6,27.60000038,5.2,0.708018668,16.14805544,9.242133643,1
"Czech Republic",1998,151,18.78373349,10,7,6,38.22600354,4.8,0.648609821,16.14710799,9.23991576,1
"Czech Republic",1999,151,19.9442176,10,7,6,32.3591032,4.6,0.587794363,16.14608623,9.255215602,1
"Czech Republic",2000,151,19.07829721,10,7,6,28.10000038,4.3,0.659006651,16.14328209,9.300064696,1
"Czech Republic",2001,151,20.55165222,10,7,6,32.96857459,3.9,0.556383817,16.1395249,9.333880776,1
"Czech Republic",2002,151,21.15849548,10,7,6,27,3.7,0.600530915,16.13759588,9.352145139,1
"Czech Republic",2003,151,21.36475065,10,7,6,32.22343629,3.9,0.509265412,16.13730967,9.387816273,1
"Czech Republic",2004,151,18.72730138,10,7,7,27.5,4.2,0.520367902,16.13761402,9.435801547,1
"Czech Republic",2005,151,17.2329631,10,7,7,27.5,4.3,0.423950238,16.13899728,9.496850801,1
"Czech Republic",2006,151,17.55682787,8,7,7,26.89999962,4.8,0.44037207,16.14170524,9.560647035,1
"Czech Republic",2007,151,21.42173226,8,7,7,26.70000076,5.2,0.521331526,16.14754066,9.608629748,1
"Czech Republic",2008,151,18.03665494,8,7,7,25.29999924,5.2,0.921312077,16.15583479,9.627084223,1
"Czech Republic",2009,151,18.36253444,8,7,7,42.82894503,4.9,0.382315807,16.16153208,9.571757666,1
"Czech Republic",2010,151,17.88196485,8,7,7,42.86378087,4.6,0.620566292,16.1644457,9.591535536,1
"Ecuador",1991,5,20.57452898,9,6,5,50.34280387,3.27,11.87373502,16.1535236,7.900321341,0
"Ecuador",1992,5,20.45175027,9,6,5,46.23288139,3.27,11.68269288,16.17619171,7.898575924,0
"Ecuador",1993,5,19.79776199,9,6,5,50,3.715682926,9.459852029,16.19841466,7.895893004,0
"Ecuador",1994,5,21.27479174,9,6,5,54.29999924,3.018087284,9.44522852,16.22024187,7.915766609,0
"Ecuador",1995,5,19.86802861,9,6,5,56.79999924,3.973682146,10.91275214,16.24171054,7.916573474,0
"Ecuador",1996,5,19.78093725,9,6,4,46.72154451,3.19,12.11680545,16.26281494,7.91263831,0
"Ecuador",1997,5,20.42481892,8,5,5,48.56900055,2.506225788,10.14385813,16.28354983,7.934271714,0
"Ecuador",1998,5,20.16827898,9,6,5,57.40000153,2.3,6.422549853,16.3039488,7.946015874,0
"Ecuador",1999,5,19.48441149,9,6,5,58.5,2.4,9.775813239,16.32405194,7.877358985,0
"Ecuador",2000,5,20.96858732,6,5,5,56,2.6,19.36444795,16.34388267,7.868387108,0
"Ecuador",2001,5,21.3279055,6,5,5,49.32322679,2.3,12.22957772,16.36346,7.888180762,0
"Ecuador",2002,5,20.90679803,6,5,5,47.6204909,2.2,10.27396029,16.3827681,7.909023492,0
"Ecuador",2003,5,21.17406773,6,5,5,54.5,2.2,11.53071841,16.40175509,7.91690116,0
"Ecuador",2004,5,20.0874992,6,5,5,53.59999847,2.4,17.18573179,16.42035281,7.977216472,0
"Ecuador",2005,5,21.03438338,6,5,5,53.59999847,2.5,22.23030303,16.4385206,8.010609371,0
"Ecuador",2006,5,21.49133897,7,5,5,52.90000153,2.3,24.20695654,16.45624527,8.035977974,0
"Ecuador",2007,5,21.39667564,5,5,5,53.90000153,2.1,23.37940699,16.47355765,8.040329855,0
"Ecuador",2008,5,20.58165631,5,5,5,50.20000076,2,26.15358927,16.49051415,8.085005755,0
"Ecuador",2009,5,21.13982913,5,5,5,48.79999924,2.2,14.48392111,16.50718907,8.073979766,0
"Ecuador",2010,5,21.14991993,5,5,5,48.90000153,2.5,17.44524352,16.52363222,8.092182443,0
"Egypt",1991,15,23.28422811,-6,3,3,32,1.75,16.6744235,17.86533862,6.771216472,0
"Egypt",1992,15,22.46779414,-6,3,2,32.59658127,1.75,14.64499164,17.88232482,6.797596194,0
"Egypt",1993,15,22.40289011,-6,2,2,25.12618543,1.582993628,12.08439297,17.89825102,6.810265132,0
"Egypt",1994,15,21.91520635,-6,2,2,11.26485011,1.649071422,10.02505627,17.91371207,6.833766798,0
"Egypt",1995,15,21.65812374,-6,2,2,40.88432541,0.886168001,9.416971013,17.92914123,6.863716845,0
"Egypt",1996,15,21.94297408,-6,2,2,30.10000038,2.84,10.12359687,17.94463638,6.896904522,0
"Egypt",1997,15,21.69939209,-6,2,2,38.20000076,3.224658773,7.962895457,17.96013733,6.934860273,0
"Egypt",1998,15,21.9852069,-6,2,2,30.70611501,2.9,4.877870295,17.97571219,6.958855744,0
"Egypt",1999,15,21.76285149,-6,2,3,35,3.3,5.861049764,17.99140096,7.002430302,0
"Egypt",2000,15,21.49577416,-6,2,3,32.79999924,3.1,8.913590532,18.00723271,7.038887409,0
"Egypt",2001,15,21.86792585,-6,2,2,33.13959882,3.6,8.275720495,18.02324614,7.057615689,0
"Egypt",2002,15,21.90237869,-6,2,2,41.12574177,3.4,8.657740038,18.03946299,7.064827134,0
"Egypt",2003,15,21.66312368,-6,2,2,34.75654452,3.3,12.99765235,18.05586528,7.07986008,0
"Egypt",2004,15,21.64962168,-6,2,3,32,3.2,16.6629445,18.0724173,7.103413694,0
"Egypt",2005,15,21.61288208,-3,2,3,31.79999924,3.4,23.70598865,18.08908409,7.130493356,0
"Egypt",2006,15,22.29996493,-3,2,3,23.84601021,3.3,24.0859791,18.10584333,7.179932243,0
"Egypt",2007,15,21.83272873,-3,2,3,36.65108606,2.9,21.15992727,18.12267324,7.231581465,0
"Egypt",2008,15,21.87963191,-3,2,3,30.79999924,2.8,26.47253424,18.13953622,7.283836668,0
"Egypt",2009,15,21.72368297,-3,2,3,33,2.8,12.11768693,18.15638992,7.312659708,0
"Egypt",2010,15,22.412196,-3,2,3,29.89999962,3.1,11.98841929,18.17318949,7.34605156,0
"El Salvador",1991,13,20.41900979,7,5,4,52.70000076,2.328520296,2.648122311,15.50658247,7.524146541,0
"El Salvador",1992,13,20.50470935,7,5,5,55.31116359,2.097056126,1.950775623,15.52228169,7.581171032,0
"El Salvador",1993,13,20.55444991,7,5,5,56.84003452,2.589348602,1.317193866,15.53779883,7.636760087,0
"El Salvador",1994,13,20.6694609,7,5,5,53,3.84522942,1.359684944,15.55206435,7.681238522,0
"El Salvador",1995,13,20.29338191,7,5,5,49.59999847,4.354848941,1.944404244,15.56436479,7.730941249,0
"El Salvador",1996,13,19.92983626,7,5,5,51.20000076,3.21767298,1.202834487,15.57453159,7.737686517,0
"El Salvador",1997,13,20.08762521,7,6,5,51.70000076,3.354054158,2.031212568,15.58284515,7.770959545,0
"El Salvador",1998,13,20.36424946,7,6,5,53.5,3.6,1.576231837,15.58961815,7.800988249,0
"El Salvador",1999,13,19.75806937,7,6,5,51.20000076,3.9,1.266398191,15.59533391,7.82918199,0
"El Salvador",2000,13,19.03383922,7,6,5,51.90000153,4.1,1.12828362,15.60037867,7.84543533,0
"El Salvador",2001,13,21.02557938,7,6,5,52.5,3.6,1.095775366,15.60481685,7.857942128,0
"El Salvador",2002,13,20.06316445,7,6,5,52.29999924,3.4,1.008709431,15.60865374,7.877243703,0
"El Salvador",2003,13,19.60714968,7,6,5,49.79999924,3.7,0.99345243,15.61215242,7.896484878,0
"El Salvador",2004,13,19.03715003,7,6,5,48.40000153,4.2,0.958212733,15.61561792,7.911355596,0
"El Salvador",2005,13,20.65435567,7,6,5,49.70000076,4.2,0.891254485,15.6192872,7.942694464,0
"El Salvador",2006,13,19.57161476,7,6,5,46.09999847,4,1.195919871,15.62325689,7.977098482,0
"El Salvador",2007,13,20.33778268,7,6,5,46.79999924,4,1.260972261,15.62755489,8.010479283,0
"El Salvador",2008,13,19.68550112,7,6,5,46.59999847,3.9,1.328513503,15.63225138,8.018444569,0
"El Salvador",2009,13,21.04698633,8,6,5,48.09999847,3.4,1.290363789,15.63739242,7.981471763,0
"El Salvador",2010,13,20.43098797,8,6,5,46.79999924,3.6,2.252766848,15.64299023,7.989429501,0
"Equatorial Guinea",1991,11,17.48043473,-7,1,1,46.79999924,3.84830104,17.38063151,12.86467496,5.934793257,0
"Equatorial Guinea",1992,11,17.79499889,-7,1,2,36.36403496,4.789351536,19.39114809,12.89828189,6.199402627,0
"Equatorial Guinea",1993,11,17.52613376,-5,1,1,46.19317268,2.449938945,29.73576736,12.93213948,6.270204221,0
"Equatorial Guinea",1994,11,16.79322852,-5,1,1,39.5,3.55638646,41.5872364,12.96571658,6.390796386,0
"Equatorial Guinea",1995,11,15.73864665,-5,1,1,40.40000153,3.550955921,37.09646416,12.99867821,6.518985999,0
"Equatorial Guinea",1996,11,15.69743849,-5,1,1,40.91378455,1.962881434,61.86424828,13.0311008,6.996868884,0
"Equatorial Guinea",1997,11,17.10174116,-5,1,1,-7.11e-15,7.035040106,10.78338909,13.06322465,7.880927608,0
"Equatorial Guinea",1998,11,17.96175003,-5,1,1,46.58994284,2.985115664,86.16801189,13.09507851,8.062364784,0
"Equatorial Guinea",1999,11,17.26755093,-5,1,1,39.66619865,4.289136832,8.374203682,13.126692,8.259192912,0
"Equatorial Guinea",2000,11,17.37628449,-5,1,1,40.59061215,4.244896678,3.382364483,13.15807602,8.39513338,0
"Equatorial Guinea",2001,11,17.31769565,-5,2,2,28.31173735,4.017481025,2.386217621,13.18925912,8.854858111,0
"Equatorial Guinea",2002,11,17.10268758,-5,1,2,36.8417666,5.658028688,2.146539196,13.22021396,9.001738389,0
"Equatorial Guinea",2003,11,17.21353608,-5,1,2,42.90000153,4.357591028,1.397058781,13.25084806,9.101739941,0
"Equatorial Guinea",2004,11,17.49433405,-5,1,2,27.97090642,3.331483818,0.661658078,13.28104606,9.393616213,0
"Equatorial Guinea",2005,11,18.0878674,-5,1,2,36.86043382,1.9,0.534568402,13.31074653,9.518769327,0
"Equatorial Guinea",2006,11,17.85319958,-5,1,2,53.86444822,2.1,0.635951372,13.33991854,9.440285784,0
"Equatorial Guinea",2007,11,17.32987632,-5,1,2,39.59999847,1.9,85.26015935,13.3686264,9.534996749,0
"Equatorial Guinea",2008,11,18.56214827,-5,1,1,35.44261459,1.7,0.509296792,13.3969982,9.622358493,0
"Equatorial Guinea",2009,11,16.69662045,-5,1,1,33.31707879,1.8,74.66208277,13.42520644,9.509986506,0
"Equatorial Guinea",2010,11,18.30322559,-5,1,1,52.15753322,1.9,71.34223729,13.45334485,9.468676887,0
"Eritrea",1991,14,9.749112632,5,6,5,37.89635029,4.25620664,0,15.01297795,9.558236374,0
"Eritrea",1992,14,16.65042979,-10,1,1,26.39977735,0.421526042,0,15.01905867,5.174313348,0
"Eritrea",1993,14,18.47026133,-6,2,3,24.2425734,1.668809598,5.118067265,15.02286544,5.296740581,0
"Eritrea",1994,14,19.03442213,-6,2,3,4.006181291,1.163645849,6.022343636,15.02921575,5.482838799,0
"Eritrea",1995,14,19.53434037,-6,2,4,31.89134602,2.557670423,8.861574173,15.041581,5.49865644,0
"Eritrea",1996,14,19.13615404,-6,2,4,26.61320132,0.790393057,7.666709423,15.06064421,5.568142789,0
"Eritrea",1997,14,19.5350962,-6,2,4,21.13905239,1.98382341,7.627422988,15.08537026,5.619531914,0
"Eritrea",1998,14,19.14349939,-6,2,4,26.21611941,1.446489645,7.547697669,15.11525253,5.607220197,0
"Eritrea",1999,14,18.39212764,-6,1,3,16.47372919,2.661503071,4.836942196,15.14929615,5.573311374,0
"Eritrea",2000,14,20.06100395,-6,1,3,28.89938026,3.699163088,4.855201933,15.18652579,5.504157677,0
"Eritrea",2001,14,19.79644927,-7,1,2,33.59656498,1.812304012,4.492729137,15.22688989,5.54772504,0
"Eritrea",2002,14,19.4329394,-7,1,2,30.28251924,1.940766076,3.101715326,15.26983172,5.534394716,0
"Eritrea",2003,14,19.77429524,-7,1,2,36.21018552,1.478756456,4.534985542,15.31346547,5.463846857,0
"Eritrea",2004,14,19.73241856,-7,1,2,26.97779055,2.6,3.269877861,15.35571028,5.436015022,0
"Eritrea",2005,14,19.64465549,-7,1,2,34.05673554,2.6,3.253845526,15.39532726,5.42181673,0
