"recipient","year","un_region","Aid_All","p4_polity2","fh_inverse_pr","fh_inverse_cl","Giniall","Corruption","Rents","Population","GDP","eu"
"Afghanistan",1991,34,18.49972468,-8,1,1,46.84820184,3.985368595,0,16.35016271,6.395312067,0
"Afghanistan",1992,34,18.56790326,0,2,2,60.51357592,3.72276895,0,16.44103936,6.0502856,0
"Afghanistan",1993,34,18.21109749,0,1,1,51.0804178,3.884184588,0,16.53518131,7.119949975,0
"Afghanistan",1994,34,17.89176137,0,1,1,40.63804931,1.731650375,0,16.61796253,4.944423659,0
"Afghanistan",1995,34,18.5631144,0,1,1,42.58897147,4.150222839,0,16.68261784,7.278733084,0
"Afghanistan",1996,34,18.64389067,-7,1,1,35.53721039,2.855288689,0,16.72869278,6.959101215,0
"Afghanistan",1997,34,19.10234134,-7,1,1,36.97298803,2.952199868,0,16.76106607,5.923302575,0
"Afghanistan",1998,34,18.98372959,-7,1,1,29.97472703,0.642255059,0,16.78576275,5.002537492,0
"Afghanistan",1999,34,19.08920246,-7,1,1,30.76964266,3.787246279,0,16.81059617,7.104603002,0
"Afghanistan",2000,34,19.1489502,-7,1,1,42.48773175,3.14438969,0,16.84057637,7.138334191,0
"Afghanistan",2001,34,20.51313669,-5,1,1,55.06963468,2.928354404,5.21829769,16.8764584,6.963809873,0
"Afghanistan",2002,34,22.22080315,6,2,2,40.83881912,1.469028291,4.805685864,16.91572924,5.446618953,0
"Afghanistan",2003,34,21.90246697,0,2,2,29.59344259,1.767530092,3.337667266,16.95604172,5.487371699,0
"Afghanistan",2004,34,21.98324394,5,3,2,38.4777654,1.475994678,1.989801649,16.9943425,5.459571153,0
"Afghanistan",2005,34,22.13850104,8,3,3,29.59579101,2.5,1.733165659,17.02880504,5.5310464,0
"Afghanistan",2006,34,22.105185,4,3,3,20.00702526,1.176994256,2.317161184,17.05932412,5.554581108,0
"Afghanistan",2007,34,22.28485767,1,3,3,29,1.8,1.86544463,17.0869501,5.655701879,0
"Afghanistan",2008,34,22.54967897,4,3,2,27.79999924,1.5,2.206538379,17.1125392,5.665589659,0
"Afghanistan",2009,34,22.56345497,3,2,2,29.18146562,1.3,1.449391596,17.13723849,5.831681362,0
"Afghanistan",2010,34,22.73025993,-8,2,2,36.33061637,1.4,2.119300373,17.16182266,5.888062155,0
"Albania",1991,39,18.25629153,1,4,4,23.09513933,5.83091025,14.4743697,14.99931841,7.099536155,0
"Albania",1992,39,19.02444185,5,4,5,47.11984885,4.050632629,18.47308955,14.99325406,7.030876956,0
"Albania",1993,39,19.43846433,5,6,4,25.15931109,3.315530323,5.268616617,14.9871524,7.128645803,0
"Albania",1994,39,19.19592699,5,5,4,48.26721904,3.732193272,2.8271356,14.9810136,7.214519576,0
"Albania",1995,39,19.45985741,5,5,4,47.63230386,3.274403231,2.289550357,14.97483656,7.345565594,0
"Albania",1996,39,19.40788783,0,4,4,27.21233338,1.275322613,2.17627148,14.96862145,7.438875416,0
"Albania",1997,39,19.26190276,5,4,4,28.60000038,2.841750009,2.034867518,14.96236715,7.337544506,0
"Albania",1998,39,20.09303531,5,4,3,42.75266935,2.618455838,0.886925172,14.9560738,7.463397085,0
"Albania",1999,39,20.72247155,5,4,3,40.49382466,2.3,0.942773681,14.94974028,7.565949465,0
"Albania",2000,39,20.02408269,5,4,3,31.23046558,2.373290632,1.49949301,14.94336671,7.642781497,0
"Albania",2001,39,19.94389258,5,5,4,29.40004955,2.863593085,1.04426707,14.93398201,7.71982485,0
"Albania",2002,39,20.23805541,7,5,5,29.39999962,2.5,1.155951912,14.93098324,7.751411073,0
"Albania",2003,39,20.22007008,7,5,5,39.40976003,2.5,1.076782476,14.92724175,7.810587272,0
"Albania",2004,39,20.19938266,7,5,5,31.10000038,2.5,1.304935366,14.92306244,7.872091653,0
"Albania",2005,39,20.08424043,9,5,5,31.70000076,2.4,1.596954886,14.91794453,7.930749486,0
"Albania",2006,39,20.31485622,9,5,5,37.84338274,2.6,2.224179592,14.91163542,7.98584886,0
"Albania",2007,39,20.02348025,9,5,5,28.52491678,2.9,3.194688153,14.90407823,8.050732095,0
"Albania",2008,39,20.16447921,9,5,5,30.39999962,3.4,2.896256327,14.89640481,8.131063794,0
"Albania",2009,39,19.51385082,9,5,5,27.86207897,3.2,1.771531293,14.88966586,8.170794853,0
"Albania",2010,39,19.9915392,9,5,5,31.66077168,3.3,3.03008709,14.88470124,8.212157992,0
"Algeria",1991,15,21.05488802,-2,4,4,51.97730253,2.207547816,22.52852447,17.10740124,7.804991449,0
"Algeria",1992,15,20.93333136,-7,1,2,44.75165724,3.40796284,21.10137363,17.13097396,7.799258666,0
"Algeria",1993,15,21.10394741,-7,1,2,42.14151497,3.185240141,19.15163001,17.15332644,7.755682549,0
"Algeria",1994,15,20.81786302,-7,1,1,37.87065478,2.03980996,19.9592624,17.17424394,7.725724339,0
"Algeria",1995,15,22.0901576,-3,2,2,34.59999847,1.975252892,22.82842502,17.19362568,7.743638329,0
"Algeria",1996,15,21.01044807,-3,2,2,42.27649714,2.984713844,27.1437829,17.21153485,7.765910937,0
"Algeria",1997,15,19.47532183,-3,2,2,47.42136168,2.316804616,26.22211344,17.22815767,7.760228052,0
"Algeria",1998,15,20.54718733,-3,2,3,39.41481333,2.898905022,18.39958978,17.2436885,7.79443935,0
"Algeria",1999,15,20.44219976,-3,2,3,41.12414089,0.643962093,21.5994201,17.25837102,7.811255513,0
"Algeria",2000,15,20.59319447,-3,2,3,46.10067034,0.617967336,38.82286616,17.27244058,7.818947448,0
"Algeria",2001,15,20.65734912,-3,2,3,37.90041882,3.084756413,34.26481912,17.28592917,7.850551954,0
"Algeria",2002,15,21.34024857,-3,2,3,45.426213,1.947802017,30.62467233,17.29899358,7.89197573,0
"Algeria",2003,15,20.79039714,-3,2,3,42.05737795,2.6,38.15317868,17.31212242,7.948372952,0
"Algeria",2004,15,19.97522925,2,2,3,47.01043282,2.7,37.88292768,17.32590145,7.976695095,0
"Algeria",2005,15,20.49054334,2,2,3,46.89981409,2.8,50.14611845,17.34072051,8.019201102,0
"Algeria",2006,15,20.1813931,2,2,3,47.87114614,3.1,48.84654653,17.35667896,8.020099767,0
"Algeria",2007,15,19.95125576,2,2,3,54.49034539,3,45.05653511,17.37362744,8.036586065,0
"Algeria",2008,15,19.32676606,2,2,3,34.51607853,3.2,50.42250463,17.39137183,8.038644297,0
"Algeria",2009,15,19.48430871,2,2,3,38.28463165,2.8,31.95564438,17.40962049,8.03626879,0
"Algeria",2010,15,19.52998161,2,2,3,64.72884702,2.9,31.97067864,17.42812487,8.053133188,0
"Angola",1991,17,20.21801262,-3,2,4,43.52940027,3.165174377,21.85341628,16.18132647,7.301758658,0
"Angola",1992,17,20.3365082,0,2,2,67.27166708,2.297534083,48.5556851,16.21365653,7.197932603,0
"Angola",1993,17,18.70364977,-1,1,1,73.43011554,3.016908576,42.48474854,16.24667847,6.881220609,0
"Angola",1994,17,19.46538891,-1,1,1,56.27718258,0.2638267,57.02298844,16.27880466,6.883496478,0
"Angola",1995,17,20.08682439,-2,2,2,40.20000076,2.56537815,58.12787718,16.30912518,6.952115906,0
"Angola",1996,17,20.09711654,-2,2,2,35.83304642,1.15733498,54.82783401,16.33738739,7.030013891,0
"Angola",1997,17,19.66243871,-3,2,2,42.8657944,2.125226088,51.03954449,16.36428269,7.079153281,0
"Angola",1998,17,19.71482664,-3,2,2,45.92146693,3.51947019,32.27539313,16.39098449,7.118283809,0
"Angola",1999,17,19.72154545,-3,2,2,55.3399449,2.862131469,50.77948207,16.4189863,7.122166243,0
"Angola",2000,17,19.87735101,-3,2,2,58.09999847,1.7,66.14180434,16.44919132,7.121637271,0
"Angola",2001,17,19.80816136,-3,2,2,53.52508765,3.118024456,53.49498647,16.48171623,7.130455484,0
"Angola",2002,17,20.18563948,-2,2,3,54.99051047,1.7,47.28207469,16.51597029,7.225665237,0
"Angola",2003,17,20.46646028,-2,2,3,47.35107492,1.8,49.04354471,16.55124564,7.241535084,0
"Angola",2004,17,21.00381142,-2,2,3,49.06569006,2,61.62489477,16.58664291,7.30941134,0
"Angola",2005,17,20.30595747,-2,2,3,47.47895419,2,80.39995816,16.62155678,7.44222533,0
"Angola",2006,17,19.58971924,-2,2,3,46.35688075,2.2,66.66390988,16.65589863,7.596312391,0
"Angola",2007,17,19.93918402,-2,2,3,32.86170355,2.2,59.93677917,16.68979945,7.766111751,0
"Angola",2008,17,20.43129997,-2,2,3,46.23740978,1.9,67.23603742,16.72320043,7.862133764,0
"Angola",2009,17,20.54025191,-2,2,3,55,1.9,38.54511485,16.75608154,7.853094856,0
"Angola",2010,17,19.86243817,-2,2,3,37.81839107,1.9,48.72558374,16.78844104,7.854244164,0
"Argentina",1991,5,22.02767378,7,7,5,46.5,5.91,2.362981398,17.31429413,8.391792896,0
"Argentina",1992,5,22.66669242,7,6,5,45,5.91,2.042299013,17.32767679,8.491209988,0
"Argentina",1993,5,22.20411762,7,6,5,44.40000153,4.553915701,1.979929709,17.34075125,8.535525932,0
"Argentina",1994,5,21.87244023,7,6,5,45.29999924,4.416360135,1.484714687,17.35354802,8.579451595,0
"Argentina",1995,5,22.67156319,7,6,5,48.09999847,1.412778631,1.79952558,17.36608059,8.538054322,0
"Argentina",1996,5,22.47591425,7,6,5,48.59999847,3.41,2.239049325,17.37837516,8.579553479,0
"Argentina",1997,5,22.15037624,7,6,5,48.40000153,2.81,2.007913308,17.39040289,8.645514465,0
"Argentina",1998,5,23.41049719,7,5,5,52.40000153,3,1.355937991,17.40206217,8.671634275,0
"Argentina",1999,5,21.65226291,8,6,5,49.09999847,3,1.718356024,17.41322159,8.626033949,0
"Argentina",2000,5,22.03166247,8,7,6,50.40000153,3.5,3.258808602,17.42380522,8.607529036,0
"Argentina",2001,5,24.32528588,8,5,5,52.20000076,3.5,3.018084191,17.43378945,8.552454975,0
"Argentina",2002,5,19.97835683,8,5,5,53.29999924,2.8,7.175837547,17.44324692,8.427648548,0
"Argentina",2003,5,23.94886777,8,6,6,52.59999847,2.5,7.758775726,17.45231776,8.50325925,0
"Argentina",2004,5,21.4899905,8,6,6,49.59999847,2.5,8.299963841,17.46118964,8.580836336,0
"Argentina",2005,5,21.49455261,8,6,6,48.79999924,2.8,10.12457691,17.47000181,8.660021213,0
"Argentina",2006,5,22.07345672,8,6,6,47.5,2.9,9.66152242,17.47878814,8.73155993,0
"Argentina",2007,5,22.15636133,8,6,6,46.90000153,2.9,8.005063311,17.48753265,7.351234167,0
"Argentina",2008,5,21.09746362,8,6,6,45.90000153,2.9,8.852827666,17.49625912,8.1206047,0
"Argentina",2009,5,21.9710391,8,6,6,44.90000153,2.9,5.021144174,17.50498086,8.160393759,0
"Argentina",2010,5,22.19790854,8,6,6,44.20000076,2.9,5.026549606,17.51370212,8.31690028,0
"Armenia",1991,145,17.35587252,7,3,3,40.52332456,2.84985863,0,15.07167118,6.929156436,0
"Armenia",1992,145,12.87396139,7,4,5,18.87613279,3.434726408,0.036444947,15.05373898,6.405803753,0
"Armenia",1993,145,18.49447341,7,5,4,28.24827457,1.557089222,0.021342903,15.03032626,6.337101193,0
"Armenia",1994,145,19.37371875,7,5,4,60.59999847,1.021104946,0.353647381,15.0063808,6.413639137,0
"Armenia",1995,145,18.97490469,3,4,4,62.09999847,1.81332312,0.688655078,14.98587684,6.500866716,0
"Armenia",1996,145,19.12441625,-6,3,4,45.70000076,1.292601439,0.474201739,14.970322,6.573419845,0
"Armenia",1997,145,18.92151469,-6,3,4,43.09999847,2.576321894,0.57772477,14.95898531,6.617427774,0
"Armenia",1998,145,19.42538877,5,4,4,39,2.71224817,0.160976768,14.95108396,6.695787587,0
"Armenia",1999,145,18.2182153,5,4,4,35,2.5,0.141442418,14.94491713,6.734421604,0
"Armenia",2000,145,18.92872371,5,4,4,23.24999862,2.5,0.368508067,14.93917247,6.797491333,0
"Armenia",2001,145,19.44078563,5,4,4,30.39999962,1.913325007,0.30947623,14.9339124,6.894022903,0
"Armenia",2002,145,17.4565465,5,4,4,29.60000038,1.88084337,0.468522681,14.92966871,7.022131543,0
"Armenia",2003,145,18.22364331,5,4,4,26.20000076,3,0.534679089,14.92606196,7.15712435,0
"Armenia",2004,145,18.89327183,5,3,4,25.70000076,3.1,0.979383633,14.92263716,7.260103413,0
"Armenia",2005,145,18.49611987,5,3,4,29.60000038,2.9,0.904569077,14.91908286,7.393507314,0
"Armenia",2006,145,18.71779393,5,3,4,32.79999924,2.9,1.790877014,14.91509271,7.521465806,0
"Armenia",2007,145,19.4131284,5,3,4,30.20000076,3,1.298612402,14.91074448,7.654639891,0
"Armenia",2008,145,17.74271641,5,2,4,26.29999924,2.9,1.340580136,14.90659055,7.725517453,0
"Armenia",2009,145,20.48704629,5,2,4,30.13233098,2.7,1.766619563,14.90345077,7.576088769,0
"Armenia",2010,145,19.9655381,5,2,4,27.5,2.6,3.094691664,14.90188021,7.599420818,0
"Australia",1991,53,18.83386564,10,7,7,44.93415032,8.2,2.865080491,16.66529178,10.11107712,0
"Australia",1992,53,16.0279134,10,7,7,28.37576173,8.2,2.732738361,16.67742568,10.10297562,0
"Australia",1993,53,17.18791388,10,7,7,25.9882636,7.040759643,2.570245206,16.68720905,10.13256306,0
"Australia",1994,53,14.56547037,10,7,7,34.5,6.447902715,2.573705256,16.69779414,10.16162867,0
"Australia",1995,53,19.0886283,10,7,7,32.29999924,7.237874774,2.480705559,16.70987434,10.18762622,0
"Australia",1996,53,11.95514834,10,7,7,44,8.6,2.705906928,16.72301253,10.21320174,0
"Australia",1997,53,17.20870871,10,7,7,54.67382469,8.86,2.366605133,16.73419979,10.24069155,0
"Australia",1998,53,12.96287888,10,7,7,37.42952218,8.7,2.24197641,16.74462214,10.27362428,0
"Australia",1999,53,17.03623008,10,7,7,25.8618593,8.7,2.341277078,16.7560472,10.31102993,0
"Australia",2000,53,20.7629716,10,7,7,33.86023531,8.3,3.980519652,16.76796992,10.33709654,0
"Australia",2001,53,18.22869381,10,7,7,33.20000076,8.5,3.896469131,16.7814535,10.34271601,0
"Australia",2002,53,17.05896177,10,7,7,33.09999847,8.6,3.541330352,16.79365914,10.36841383,0
"Australia",2003,53,12.44718977,10,7,7,33.20000076,8.8,3.69582954,16.80599911,10.38640178,0
"Australia",2004,53,13.27372812,10,7,7,43.19608002,8.8,4.174205467,16.81759263,10.41553346,0
"Australia",2005,53,12.68589668,10,7,7,39.12172158,8.8,5.613979541,16.83079052,10.43399379,0
"Australia",2006,53,17.75738625,10,7,7,36.84123518,8.7,6.833907269,16.8455428,10.4487097,0
"Australia",2007,53,19.0739877,10,7,7,28.22557341,8.6,9.152511895,16.85178959,10.47937466,0
"Australia",2008,53,16.63654716,10,7,7,31.39999962,8.7,10.88741024,16.87182981,10.49568848,0
"Australia",2009,53,19.2269067,10,7,7,44.67174304,8.7,6.471076861,16.89244026,10.49224796,0
"Australia",2010,53,16.6094528,10,7,7,28.29999924,8.7,9.544338286,16.90799742,10.49612439,0
"Austria",1991,155,18.85988226,10,7,7,47.20000076,7.14,0.436940119,15.8638343,10.30068301,1
"Austria",1992,155,14.32468871,10,7,7,44.73758348,7.14,0.32767988,15.87483982,10.3103966,1
"Austria",1993,155,15.47600765,10,7,7,28.9550843,5.834442674,0.351261873,15.8830861,10.30740459,1
"Austria",1994,155,16.83375616,10,7,7,31.20000076,5.540516113,0.344047844,15.8869348,10.32729311,1
"Austria",1995,155,16.73181836,10,7,7,30.39999962,7.399563782,0.312235832,15.88846586,10.35209218,1
"Austria",1996,155,10.83072152,10,7,7,42.51755162,7.59,0.353980407,15.88981606,10.37444201,1
"Austria",1997,155,17.78221523,10,7,7,30.10000038,7.61,0.346919864,15.89094922,10.39511945,1
"Austria",1998,155,18.52773381,10,7,7,21.07447378,7.5,0.274229951,15.89204651,10.42900283,1
"Austria",1999,155,20.3008922,10,7,7,44.6159025,7.6,0.256190553,15.89399214,10.46232771,1
"Austria",2000,155,17.97341875,10,7,7,28.79999924,7.7,0.375440173,15.89639681,10.4930522,1
"Austria",2001,155,9.182628668,10,7,7,29.88935912,7.8,0.344202049,15.9002248,10.50263902,1
"Austria",2002,155,12.8992385,10,7,7,33.99981172,7.8,0.376642112,15.9051446,10.51414212,1
"Austria",2003,155,12.67033332,10,7,7,37.46821103,8,0.391594101,15.91001594,10.51680391,1
"Austria",2004,155,7.264646883,10,7,7,30,8.4,0.344569571,15.91622007,10.53729766,1
"Austria",2005,155,11.72127924,10,7,7,29.79999924,8.7,0.407280833,15.92303275,10.55166591,1
"Austria",2006,155,18.4564788,10,7,7,28.70000076,8.6,0.461864287,15.92798072,10.57967707,1
"Austria",2007,155,17.53106073,10,7,7,29.5,8.1,0.509509627,15.93122219,10.61201034,1
"Austria",2008,155,15.30037843,10,7,7,27.79999924,8.1,0.566441469,15.9343526,10.62423408,1
"Austria",2009,155,11.08214255,10,7,7,33.20471591,7.9,0.350139884,15.93697214,10.58288333,1
"Austria",2010,155,16.94732049,10,7,7,52.33610964,7.9,0.445405651,15.93937608,10.59910578,1
"Azerbaijan",1991,145,12.77523931,-3,3,3,38.08250369,6.403394973,19.67894125,15.79940439,7.397348893,0
"Azerbaijan",1992,145,15.27462578,1,3,3,33.5339235,3.232570126,30.79435635,15.81455516,7.126014712,0
"Azerbaijan",1993,145,16.60055216,-3,2,2,46.39321168,1.078214566,32.69983959,15.82974669,6.848158881,0
"Azerbaijan",1994,145,18.51291522,-3,2,2,39.83646317,1.836685091,33.69215012,15.84326399,6.615241015,0
"Azerbaijan",1995,145,19.67427898,-6,2,2,35,1.664572094,38.63157177,15.85478093,6.478160837,0
"Azerbaijan",1996,145,19.37587588,-6,2,3,37.39155824,1.252418874,46.69831085,15.86487942,6.480978584,0
"Azerbaijan",1997,145,19.59522841,-6,2,4,35.85519999,3.609118363,33.7899437,15.87452615,6.527712185,0
"Azerbaijan",1998,145,20.18763174,-7,2,4,28.70780445,3.196997066,21.34581518,15.88401753,6.613530985,0
"Azerbaijan",1999,145,20.43698877,-7,2,4,28.74610156,1.7,32.32915983,15.89279352,6.676145,0
"Azerbaijan",2000,145,19.50824435,-7,2,3,42.489673,1.5,55.15049874,15.90100872,6.773190304,0
"Azerbaijan",2001,145,19.689386,-7,2,3,36.5,2,44.63256676,15.90875638,6.85984332,0
"Azerbaijan",2002,145,19.75037689,-7,2,3,18.79999924,2,39.3962526,15.91621812,6.95313148,0
"Azerbaijan",2003,145,19.72078119,-7,2,3,21,1.8,42.98620971,15.92379463,7.051715169,0
"Azerbaijan",2004,145,19.90597174,-7,2,3,18.89999962,1.9,47.54894489,15.9325489,7.14008761,0
"Azerbaijan",2005,145,20.76510767,-7,2,3,17.5,2.2,64.57419208,15.94277155,7.364146256,0
"Azerbaijan",2006,145,20.42898895,-7,2,3,40.96590146,2.4,68.35548338,15.95375742,7.6495544,0
"Azerbaijan",2007,145,20.66895334,-7,2,3,40.38000638,2.1,63.68583364,15.96509598,7.861751316,0
"Azerbaijan",2008,145,21.08038729,-7,2,3,31.20000076,1.9,65.59883335,15.98609452,7.943060423,0
"Azerbaijan",2009,145,20.43998699,-7,2,3,23.5688371,2.3,43.82296574,16.006856,8.012237024,0
"Azerbaijan",2010,145,19.94206807,-7,2,3,30.72522652,2.4,47.70644802,16.01875388,8.047741103,0
"Bangladesh",1991,34,21.5275985,6,6,5,44.17558144,0,3.118696558,18.51539611,5.606430795,0
"Bangladesh",1992,34,21.58665401,6,6,5,28.10000038,0,3.061710112,18.53784997,5.633139724,0
"Bangladesh",1993,34,21.20589252,6,6,4,36.61445912,1.269675059,2.849450151,18.55955136,5.656166698,0
"Bangladesh",1994,34,21.53649699,6,6,4,31.84843512,2.161585458,2.580754494,18.58083757,5.674915328,0
"Bangladesh",1995,34,21.3117692,6,5,4,32.70000076,1.290449176,2.723635758,18.60191492,5.701914098,0
"Bangladesh",1996,34,21.42792762,6,6,4,33.5,2.29,2.962392719,18.62281225,5.72620013,0
"Bangladesh",1997,34,21.45834774,6,6,4,37.06861205,3.156673122,2.513422135,18.64338672,5.758099997,0
"Bangladesh",1998,34,21.83506824,6,6,4,46.74031752,2.184756534,2.226860073,18.66345847,5.788983033,0
"Bangladesh",1999,34,21.86606448,6,5,4,34.60926319,1.592164594,2.166112661,18.68278977,5.817195695,0
"Bangladesh",2000,34,21.50937741,6,5,4,31.20000076,2.316550521,3.495846722,18.7012118,5.856518917,0
"Bangladesh",2001,34,21.52246119,6,5,4,27.92369684,0.4,3.6753585,18.71877964,5.890347492,0
"Bangladesh",2002,34,21.43348224,6,4,4,30.29561532,1.2,3.088276722,18.73553731,5.916796915,0
"Bangladesh",2003,34,21.96634033,6,4,4,26.44577075,1.3,4.261244841,18.75132163,5.952237842,0
"Bangladesh",2004,34,21.81513882,6,4,4,31.79495673,1.5,4.439988628,18.76593598,5.998441063,0
"Bangladesh",2005,34,21.66830201,6,4,4,40.90000153,1.7,6.293232044,18.77930006,6.042925692,0
"Bangladesh",2006,34,21.82362846,6,4,4,34.44999745,2,6.10770214,18.79133839,6.095075953,0
"Bangladesh",2007,34,21.88134202,-6,3,4,25.8839334,2,6.478968918,18.80224289,6.15237754,0
"Bangladesh",2008,34,21.81804192,-6,4,4,23.71457572,2.1,7.888914362,18.81251989,6.200499349,0
"Bangladesh",2009,34,21.49101046,5,5,4,42.58312998,2.4,4.098924745,18.82282769,6.239411389,0
"Bangladesh",2010,34,21.58624626,5,5,4,31.70000076,2.4,4.596001215,18.83362101,6.2828392,0
"Benin",1991,11,19.92836488,6,6,5,50.57869129,2.297476199,7.540423512,15.46080295,6.132527382,0
"Benin",1992,11,19.49345343,6,6,5,55.90159885,3.002162493,9.451308846,15.49786914,6.124609334,0
"Benin",1993,11,19.85591879,6,6,5,41.91300091,2.057893608,5.845341206,15.53513293,6.144067706,0
"Benin",1994,11,19.46291375,6,6,5,49.18595247,2.262774977,9.754313707,15.57108898,6.128114267,0
"Benin",1995,11,19.745528,6,6,6,43.13744609,3.283636699,9.393185556,15.60487683,6.153021637,0
"Benin",1996,11,19.50210445,6,6,6,37.94770525,1.941400505,8.457790077,15.63623286,6.163999588,0
"Benin",1997,11,19.26537249,6,6,6,53.4008716,4.030144573,8.048583746,15.66574347,6.190251804,0
"Benin",1998,11,19.58408852,6,6,6,46.95614101,4.142993336,7.542571087,15.69444004,6.200400993,0
"Benin",1999,11,20.03238675,6,6,5,54.56299963,3.899269311,4.854469642,15.72364333,6.223234496,0
"Benin",2000,11,20.32072879,6,6,6,41.5058511,2.578628819,5.128190726,15.75416099,6.240188678,0
"Benin",2001,11,19.61810372,6,5,6,47.70572873,4.309486396,4.717722207,15.78610092,6.268858415,0
"Benin",2002,11,19.69131878,6,5,6,48.06901253,3.827084916,5.139624092,15.81898101,6.279240036,0
"Benin",2003,11,20.11403868,6,6,6,36.20000076,1.934490044,6.339406627,15.85226391,6.284047479,0
"Benin",2004,11,20.27734146,6,6,6,50.49276032,3.2,4.775230998,15.88525473,6.281778446,0
"Benin",2005,11,20.32059514,6,6,6,53.10586204,2.9,4.576684269,15.91749142,6.277791323,0
"Benin",2006,11,20.61941648,7,6,6,47.64204429,2.5,4.562503802,15.94892772,6.283189758,0
"Benin",2007,11,20.11562194,7,6,6,37.13117462,2.7,5.372025192,15.97969413,6.297649039,0
"Benin",2008,11,20.29313556,7,6,6,47.94855244,3.1,5.418281296,16.00976328,6.316509461,0
"Benin",2009,11,20.28465584,7,6,6,40.95944624,2.9,5.49998768,16.03913718,6.313419321,0
"Benin",2010,11,20.23942436,7,6,6,66.06117504,2.8,5.068527322,16.06783319,6.310503009,0
"Bolivia",1991,5,20.86225032,9,6,5,42,1.34,7.412819386,15.75522096,6.753732855,0
"Bolivia",1992,5,20.83681278,9,6,5,50.90500906,1.34,7.037087917,15.77888082,6.746403917,0
"Bolivia",1993,5,20.61088889,9,6,5,52.90000153,2.914473769,6.970488532,15.80239058,6.764700902,0
"Bolivia",1994,5,20.58703013,9,6,5,57.28198276,3.487778987,6.969335079,15.82557161,6.78713611,0
"Bolivia",1995,5,20.67924689,9,6,4,54.25679466,2.047303131,7.250142209,15.84830091,6.81012824,0
"Bolivia",1996,5,21.04033149,9,6,5,58.79999924,3.4,7.967350981,15.8705253,6.830592962,0
"Bolivia",1997,5,20.71536817,9,7,5,58,2.05,6.825232685,15.89226361,6.857208615,0
"Bolivia",1998,5,20.81643318,9,7,5,40.28209614,2.8,4.565249443,15.91355474,6.884987179,0
"Bolivia",1999,5,20.98431098,9,7,5,54.40000153,2.5,4.085535061,15.93446219,6.868339495,0
"Bolivia",2000,5,20.92942875,9,7,5,59.09999847,2.7,8.549959332,15.95502021,6.87255029,0
"Bolivia",2001,5,21.8148864,9,7,5,54.90000153,2,10.22183609,15.97527162,6.868996692,0
"Bolivia",2002,5,21.76260252,9,6,5,56.09999847,2.2,9.016982198,15.99517632,6.873643766,0
"Bolivia",2003,5,21.54530467,8,5,5,54.5,2.3,15.50687922,16.01459862,6.88097381,0
"Bolivia",2004,5,21.11143304,8,5,5,40.82080315,2.2,22.94603895,16.0333664,6.903091665,0
"Bolivia",2005,5,21.05821072,8,5,5,54.59999847,2.5,38.61578345,16.05139041,6.928332415,0
"Bolivia",2006,5,21.03614587,8,5,5,54.20000076,2.7,38.26385128,16.06863173,6.957946134,0
"Bolivia",2007,5,20.80780104,8,5,5,51.90000153,2.9,36.60317695,16.08520628,6.986004408,0
"Bolivia",2008,5,20.83049753,8,5,5,51.5,3,39.67991281,16.10136629,7.029513242,0
"Bolivia",2009,5,21.71789444,7,5,5,46.5,2.7,17.21793354,16.11743603,7.046462324,0
"Bolivia",2010,5,21.77339712,7,5,5,36.66524096,2.8,19.48794842,16.1336344,7.070702421,0
"Bosnia",1991,39,17.2468781,10,7,7,35.77734409,7.420468541,0,15.29112332,11.30410058,0
"Bosnia",1992,39,13.84064021,0,2,2,13.38435026,1.575142862,0,15.23694713,7.684829534,0
"Bosnia",1993,39,16.93498141,0,2,2,10.32414923,3.301090427,0,15.1720022,8.860814943,0
"Bosnia",1994,39,17.11465204,0,2,2,0.042494412,1.515737019,0.148728892,15.11281222,6.346572358,0
"Bosnia",1995,39,19.66375814,3,2,2,29.65055534,1.004169982,2.571314462,15.07425446,6.574096217,0
"Bosnia",1996,39,20.50347912,-4,3,3,45.24008432,2.095350342,0.062791161,15.06414358,7.220559906,0
"Bosnia",1997,39,20.82125814,3,3,3,37.02539942,2.414646353,2.999712015,15.07850614,7.501770019,0
"Bosnia",1998,39,21.00158255,3,3,3,34.66681939,1.620953565,2.190730965,15.10771976,7.617522132,0
"Bosnia",1999,39,21.30044987,5,3,3,36.70263667,3.581686635,2.183505342,15.13780066,7.679108427,0
"Bosnia",2000,39,20.92215543,3,3,4,29.27243773,2.698540414,1.833468781,15.15951414,7.710935715,0
"Bosnia",2001,39,20.72518725,8,3,4,26.79999924,4.882513546,1.602321653,15.17117895,7.742330393,0
"Bosnia",2002,39,20.68233098,5,4,4,27.01287133,3.906599257,1.202811817,15.17586615,7.789286424,0
"Bosnia",2003,39,20.32356459,9,4,4,28.10094286,3.3,1.172234643,15.17540422,7.82896907,0
"Bosnia",2004,39,20.58737498,7,4,5,30.20000076,3.1,1.321407512,15.17307694,7.8905082,0
"Bosnia",2005,39,20.72193081,8,4,5,26.11458192,2.9,1.686530471,15.17130138,7.941073927,0
"Bosnia",2006,39,20.68275986,9,5,5,37.67283111,2.9,1.420457184,15.17009674,8.002432499,0
"Bosnia",2007,39,20.79486092,7,4,5,35.59999847,3.3,2.018915981,15.16842004,8.070252672,0
"Bosnia",2008,39,20.13264061,3,4,5,39.46647584,3.2,4.142335594,15.16648883,8.124966069,0
"Bosnia",2009,39,20.45083922,7,4,5,14.2674445,3,1.469284534,15.16447837,8.097444726,0
